Chromosome	Start	Stop	Strand	Gene Symbol	CO09_D1	CO05_D1	CO25_D1X	CO35_D1	CO40_D1	CO13_D1B	CO19_D1	CO37_D1	CO01_D1	CO11_D1	CO17_D1	CO22_D1	CO30_D1B	CO10_D1
17	1537152	1549027	-	SCARF1	40.9667	14.8347	4.55529	1.50324	21.1092	8.69704	3.38425	7.4092	3.58835	22.4165	6.24238	5.16711	2.84802	0.336914
12	6619388	6619718	+	SCARNA10	78.2962	281.008	181.946	1147.04	576.105	184.465	384.49	441.96	230.9	421.883	394.144	208.89	1078.15	131.48
12	7076500	7076770	-	SCARNA12	3.13874	6.25949	7.29288	28.5944	12.8639	9.10974	15.691	6.52206	5.60124	7.55995	8.49777	4.46102	29.585	2.99382
14	95999692	95999967	-	SCARNA13	36.27	20.1464	18.5185	84.2059	38.02	20.1918	76.613	24.2719	22.9776	27.7665	31.3588	21.1421	103.254	20.4195
17	75085389	75085576	+	SCARNA16	0.0268222	0.123479	0.207551	0.0629211	0.197872	0.0276647	0.00121172	0.138758	1.8976	0.107493	0.201282	0.15898	0.0874523	0.0620906
18	47340393	47340814	+	SCARNA17	3.69704	1.74783	1.96291	5.00969	1.7116	2.59229	2.05172	3.8439	4.2393	4.28652	2.90576	1.05008	6.12988	0.758106
1	109642815	109643235	+	SCARNA2	19.7779	20.6298	18.9296	73.4412	39.5482	18.1484	43.5346	18.049	18.5514	19.8206	17.963	9.87065	85.5641	8.21822
7	98479320	98479514	+	SCARNA28	0.847478	1.6074	1.52844	3.8415	2.48924	1.01186	3.51879	1.25746	1.1247	2.11971	1.61112	1.06424	5.24984	1.8017
2	234184372	234184650	+	SCARNA5	11.3973	45.619	38.9122	239.323	137.213	54.7143	74.8672	46.4244	53.1377	51.4395	52.6434	22.1666	255.047	26.2258
2	234197322	234197588	+	SCARNA6	2.38244	3.63553	4.08608	15.1778	7.10964	4.12492	9.78592	3.69703	3.14577	3.40316	4.08077	2.31944	22.6038	1.55954
3	160232695	160233025	-	SCARNA7	15.6895	14.4559	14.1911	33.8257	15.2579	12.2484	18.7295	14.9951	16.2763	15.43	11.307	6.81794	39.5315	6.31434
11	93454680	93455033	+	SCARNA9	1.25286	2.8719	1.47918	11.26	8.59652	2.6066	5.12472	5.27795	3.19722	3.01326	4.84629	3.57356	16.0924	1.83642
X	20154184	20154532	-	SCARNA9L	0.302047	0.417364	0.289194	0.275989	0.336957	0.16182	0.538697	0.490647	0.202807	0.342232	0.198587	0.120868	0.62934	0.464716
6	64516729	64532536	+	SCAT8	0.436061	2.69567	2.79722	4.4987	2.18457	1.77837	2.525	2.24503	2.0671	3.25694	3.14479	4.68294	5.03111	3.54597
1	246887711	246931440	+	SCCPDH	3.64912	4.58915	3.13243	11.3079	2.76026	2.66741	8.65435	4.36607	3.28054	3.68862	2.76356	4.11355	8.56519	4.55564
10	102106990	102124584	+	SCD	1.68836	5.17872	4.86215	7.60441	1.90385	2.69594	5.67799	7.31262	1.8848	3.1982	2.78388	3.64538	2.5878	4.18293
4	83550692	83720011	-	SCD5	0.287088	0.880175	1.80001	0.277858	0.316872	0.244305	0.75299	0.487034	0.164157	0.571529	0.376883	0.399191	0.720021	0.382829
14	31091460	31205057	+	SCFD1	18.929	15.0037	17.5357	46.894	20.6	16.4629	26.0012	17.7222	23.6696	21.4216	23.6249	17.2488	32.7139	19.6552
4	53739151	54232229	-	SCFD2	13.9546	4.54562	5.18418	8.38433	5.51506	3.11326	10.9153	2.17259	4.31573	2.36987	2.81357	3.97371	12.2309	3.41876
19	35067638	35167937	-	SCGB1B2P	0.171274	0.212024	0.179296	0.601987	0.279656	0.397057	0.13307	0.226264	0.0716373	0.108542	0.177996	0.224688	0.686493	0.000315703
11	193078	194576	+	SCGB1C1	2.10224	0.515787	0.36162	0.41115	0.770553	0.0904829	0.964102	0.492173	0.108925	0.254906	0.545205	1.19956	0.351694	0.12993
17	5112216	5138156	-	SCIMP	25.1756	10.4307	7.10107	9.07608	5.55546	10.8042	17.1251	15.7463	12.8528	6.25738	5.14641	5.43164	12.9384	22.5024
7	12610346	12699807	+	SCIN	0.0479797	0.0563359	0.303368	0.00907686	0.000121572	0.0238789	0.000263556	0.481263	0.183587	0.115475	0.0535991	0.244445	0.0412717	3.79425e-05
4	129805148	130014695	-	SCLT1	42.7305	42.5416	44.5461	117.56	85.8514	49.9943	60.7059	72.8068	79.587	67.5181	102.641	67.0183	115.819	55.7807
2	238969642	239008055	+	SCLY	0.753763	0.730179	1.85488	0.747416	0.0279117	1.44632	0.873762	1.30335	1.08605	2.20172	0.650752	1.04758	1.57663	0.682833
1	41492871	41707979	-	SCMH1	1.7251	1.87046	1.50499	3.54147	1.72173	2.44648	2.80061	1.65602	1.65088	2.40441	1.61193	1.52992	2.19979	1.39797
X	17755569	17773109	+	SCML1	1.16238	1.48159	0.470239	1.41785	1.65247	0.306609	0.753483	1.18939	1.14084	1.27325	0.601375	0.636784	1.776	0.763373
X	18257433	18372809	-	SCML2	0.307679	0.72711	0.562136	1.06006	0.607276	0.297515	0.599051	0.620585	0.477695	0.491012	0.518832	0.840322	0.720251	0.626786
6	108023358	108145518	-	SCML4	13.9681	2.97077	5.81663	5.41541	4.36202	5.7333	5.49874	4.00949	8.40879	3.32129	6.35887	4.59057	7.1281	4.70267
19	35521374	35531354	+	SCN1B	5.93395	0.230655	0.801961	0.833203	1.00819	2.24636	1.48634	0.791184	1.56642	1.11464	4.30829	1.38059	1.09802	0.678242
2	165944036	166060561	-	SCN3A	1.68377	1.08774	0.981576	0.342811	1.29703	5.61188	4.17423	1.18676	0.674309	0.766646	0.66192	0.379751	1.66438	2.46541
17	62015914	62050279	-	SCN4A	0.0698569	0.000160192	0.0111846	7.73158e-05	6.24249e-05	0.4535	0.00012934	6.24249e-05	0.0226207	0.0296784	0.0262161	0.0279414	7.73158e-05	7.73158e-05
3	38589553	38691179	-	SCN5A	0.00762376	0.239543	0.0425229	0.00823196	0.202248	3.83767e-06	0.00260575	0.137481	0.00260575	0.0565751	0.123101	2.2322	0.00625968	0.0796833
12	51985017	52206649	+	SCN8A	0.110877	1.28455	0.774245	1.89738	0.799633	1.34746	0.16459	0.388244	0.153327	0.98782	0.503232	1.41496	1.16528	0.000306281
2	167051697	167232498	-	SCN9A	11.994	17.8485	4.34795	9.17452	3.31952	1.55556	5.43602	21.9521	4.86389	6.7334	2.8096	8.34722	13.9446	1.50598
1	151138620	151142773	+	SCNM1	3.85969	2.6379	2.81771	4.42314	5.00401	4.52999	3.27449	3.74232	3.42447	5.05946	5.67131	3.2426	3.48714	1.56133
12	6456009	6486524	-	SCNN1A	0.0844356	0.0612713	0.209181	0.00796981	0.000167588	0.0303326	0.000897988	0.221253	0.78167	0.238691	0.0582933	0.411813	0.0635465	0.0100638
17	10575791	10600851	-	SCO1	7.68754	5.59815	6.10442	4.74291	5.14755	6.94272	4.89089	5.47481	5.96471	4.53303	4.16291	3.36203	5.15811	3.52039
22	50961997	50964869	-	SCO2	10.6313	1.86689	1.13431	0.652127	1.34817	1.90376	2.54907	4.86403	0.806092	2.03597	2.13502	2.09438	0.653108	0.702105
4	141178462	141306883	+	SCOC	3.2612	5.94491	5.82321	19.18	6.75713	4.16504	7.62073	5.89532	5.96618	3.76219	4.95646	5.40032	10.1134	5.29046
1	53392901	53517371	+	SCP2	11.7586	9.42408	10.9685	16.9544	7.29552	5.73016	16.9484	13.3328	8.43509	6.45268	9.13106	9.97783	15.5153	13.7875
17	55055492	55084130	+	SCPEP1	21.8652	17.9324	11.5168	27.011	15.8096	14.6663	33.0518	20.1099	17.9819	15.7679	12.5176	13.0757	40.1038	24.7902
8	144873095	144897944	-	SCRIB	3.40409	2.31516	2.09414	0.673973	1.5133	1.81701	1.31414	1.53995	2.19473	1.61686	1.03064	1.11457	1.614	2.09967
7	29959719	30029906	-	SCRN1	11.0509	6.9908	5.97862	6.97531	3.25703	5.72063	6.98627	9.86528	7.28762	4.50304	4.3603	5.93019	3.36443	12.467
17	45915058	45918640	-	SCRN2	0.961201	0.227219	0.787253	0.698654	0.392348	0.371823	0.816535	0.240152	0.495883	0.285889	0.648123	0.392449	0.817736	0.510926
2	175260457	175294304	+	SCRN3	5.77275	5.65364	4.25831	6.49767	4.34844	4.72713	4.92009	6.1839	5.08809	6.64199	4.29419	3.8185	3.73128	4.73943
22	43593286	43739379	-	SCUBE1	0.014796	0.0500265	0.163136	0.0341462	0.0466905	0.00859283	0.000488659	0.0981606	0.93521	0.0977571	0.177912	0.102246	0.0278196	0.0369671
11	65292554	65306176	+	SCYL1	13.8915	6.03369	6.45878	11.5856	7.08628	10.8293	9.81824	6.15318	15.6774	9.31973	9.2205	8.79572	16.0563	10.5039
12	100660918	100735503	+	SCYL2	52.6247	60.1	51.3452	92.6863	65.0269	46.3187	64.7374	58.3147	61.2978	62.0378	54.9115	51.7986	83.4331	52.626
1	169818772	169863101	-	SCYL3	15.8998	9.70252	9.50312	11.3502	10.5698	11.5394	9.64559	11.3531	13.2551	12.271	11.971	10.3898	12.0103	7.39001
4	76871059	76912116	-	SDAD1	9.10822	4.25542	7.3147	8.70646	3.35197	7.42681	7.82509	5.35971	8.28718	4.8567	5.98025	5.11889	7.11465	8.08183
8	26236776	26240470	-	SDAD1P1	0.850838	0.684136	1.07346	1.22333	1.13918	1.28104	1.80249	0.842263	0.666685	0.372018	1.07427	1.20848	0.86281	1.37599
2	20400558	20425195	-	SDC1	4.19233e-05	0.234532	1.05313	0.0100292	0.267768	0.0263842	0.000238531	0.252737	0.290591	0.342772	0.780392	0.586639	0.0114319	0.315415
8	97506041	97624019	+	SDC2	0.0579543	0.0510505	0.127615	0.473757	0.000178813	0.0806713	0.131116	0.560427	0.271261	0.127429	0.0455375	0.159895	1.11537	0.096568
1	31342313	31381606	-	SDC3	1.95627	0.388103	0.157107	0.161443	0.379354	0.95768	0.868243	0.920631	0.534123	0.111574	0.221606	0.35435	0.322122	1.5032
20	43953929	43977065	-	SDC4	2.90167	3.18283	2.74628	1.37678	0.868258	0.6957	4.39462	1.42239	0.91641	0.397912	0.509295	2.4789	3.88013	3.01821
8	59465483	59495420	+	SDCBP	76.6162	167.749	141.087	569.703	291.496	257.662	324.015	192.744	259.052	288.533	265.804	183.553	639.403	283.851
20	1290555	1309784	-	SDCBP2	0.670299	0.103916	0.254186	0.107361	0.130609	0.389037	0.615024	0.099562	0.127391	0.143198	0.177797	0.0980303	0.207674	0.295519
20	1305987	1359380	+	SDCBP2-AS1	0.76028	0.465546	0.646759	0.250921	0.627408	1.45551	0.738107	0.777116	0.677274	1.11786	1.3284	0.853225	1.11567	0.570356
1	243419307	243663395	+	SDCCAG8	10.0711	8.73928	8.41535	13.3174	12.4911	7.77547	8.22243	8.28165	8.4747	9.6913	9.32073	7.09808	7.93309	4.89946
1	226170403	226187045	-	SDE2	13.788	16.0147	10.4696	49.2379	17.1868	9.81462	18.4932	19.6597	17.1103	17.517	13.4842	11.0586	23.6635	11.2959
17	26975364	26989208	-	SDF2	4.92511	8.11695	6.08215	11.3447	8.31371	8.59488	13.1737	8.89368	5.50239	9.87242	7.88903	7.39068	16.2022	5.74934
22	21996591	21998589	+	SDF2L1	0.290082	0.303976	0.722004	0.432217	0.535377	0.0543317	0.364843	0.408394	0.167943	0.453953	0.896134	0.540433	0.380261	0.358766
1	1152288	1167448	-	SDF4	20.2174	7.86944	10.2616	8.35025	8.27963	8.90671	10.8352	11.2292	11.6892	10.2467	12.1657	9.17374	13.2694	9.04815
5	218338	257198	+	SDHA	20.7447	12.2323	11.2725	16.5245	13.0472	10.6115	18.4918	11.0191	11.375	12.1655	11.783	12.6502	16.3901	10.7631
19	36486090	36487221	+	SDHAF1	0.627002	0.3833	0.530112	1.3028	0.424534	0.464406	1.1937	0.471019	0.400174	0.578738	0.628917	0.46508	0.983842	0.422561
11	61197597	61214240	+	SDHAF2	5.32486	7.34345	7.15458	9.87794	10.401	7.04281	7.42138	7.26234	6.72696	8.68542	8.57133	6.69644	10.2565	4.63489
7	96747010	96811076	+	SDHAF3	0.781249	3.15566	2.5853	5.33177	1.91435	2.26618	4.41588	2.03272	2.19403	4.11035	1.75516	1.74593	5.87904	5.26488
6	71276633	71299269	+	SDHAF4	0.408987	0.0973246	0.0523159	0.476247	0.0996977	0.0559464	0.268019	0.232215	0.24805	0.0835482	0.138812	0.20964	0.289725	0.360962
3	195686792	195717151	-	SDHAP1	6.89353	2.00814	3.72458	5.91351	4.83054	3.47312	4.12131	2.70648	4.98037	2.26551	4.61534	2.37055	8.83196	1.52644
3	195384910	195415736	+	SDHAP2	14.446	4.5355	2.67463	11.1957	3.38976	4.85878	9.98484	5.93129	6.70631	3.97995	3.24994	3.89757	8.06356	5.79036
5	1572073	1594647	-	SDHAP3	0.397362	0.201483	0.186313	0.219825	0.180268	0.12124	0.125596	0.159337	0.50178	0.115332	0.151796	0.265046	0.120956	0.778364
1	17345221	17380528	-	SDHB	6.39284	8.26299	7.39055	17.6637	8.8186	10.7934	14.8657	10.2824	10.4632	9.47148	9.78567	9.26257	17.1785	14.4113
1	161284166	161345131	+	SDHC	14.0138	18.0578	15.8283	42.2381	22.6421	19.9628	29.743	21.686	24.1977	21.3569	20.3559	15.6072	35.323	33.2931
11	111957597	111966519	+	SDHD	6.8178	9.00944	9.40834	25.411	10.0633	9.96811	21.8675	11.7873	9.63169	8.85995	10.1035	7.99514	28.7838	12.9517
7	3340884	4308632	+	SDK1	2.03642	2.29837	0.274707	1.17231	0.473848	0.0755288	0.945005	0.653689	0.362326	0.156778	0.088775	1.40965	0.619623	0.614026
17	71330523	71640585	-	SDK2	2.90883	0.501219	0.493715	0.480156	0.313813	5.34387	0.294056	0.239389	0.243499	0.28174	0.197403	0.294681	0.547548	0.000335689
14	24908972	24912112	-	SDR39U1	1.36543	1.12653	0.950226	2.51067	0.788676	1.61996	2.81698	0.589785	1.02315	1.54787	0.77791	1.0508	1.98586	1.27877
16	82022462	82045076	-	SDR42E1	1.29204	0.465865	0.879196	3.33577	1.15747	2.216	0.283512	0.416582	0.530983	0.710703	1.19083	0.760841	2.95892	0.000311138
12	113860185	113876082	+	SDSL	0.0757669	0.222358	0.179191	0.286576	0.0976511	0.0293224	0.000357488	0.177695	0.93283	0.289651	0.0907425	0.0642119	0.114026	2.7973e-05
15	85212768	85259692	-	SEC11A	11.1036	10.534	11.3674	49.3305	17.5195	13.2024	32.2491	15.1199	14.0618	12.6939	17.6463	12.3251	34.4697	17.5682
18	56807116	56826064	+	SEC11C	1.11722	1.28862	4.6854	1.47446	3.18889	0.884843	2.05232	2.05605	1.04449	2.15873	7.53649	4.43218	1.73491	2.66048
3	10342613	10362873	-	SEC13	6.39494	4.9231	6.68694	8.87583	6.71774	4.95605	7.83935	6.00838	6.86388	6.05836	8.15387	6.24371	9.76731	7.72979
17	75084767	75213182	+	SEC14L1	298.846	98.0987	124.654	261.935	203.122	165.671	190.92	132.909	319.422	174.7	274.483	202.365	316.054	224.073
11	43918853	43921425	+	SEC14L1P1	5.50551	2.26168	2.19603	4.72061	3.64345	2.45227	4.10351	2.42933	4.41388	2.90796	3.35916	2.81467	5.55082	3.94656
22	30792930	30821292	+	SEC14L2	0.0607519	1.36318	1.22432	0.940884	1.91249	0.598448	0.375012	0.587099	0.476114	0.569579	0.628845	0.868926	0.251197	1.56767
22	30884896	30901683	-	SEC14L4	0.0233043	0.0726507	0.136554	0.0806961	0.65063	0.0608165	0.000620074	0.151654	5.49545	0.18178	0.637161	0.188228	0.135649	0.0436907
16	5008331	5069159	+	SEC14L5	2.27722	8.23649	4.52183	2.06624	2.55551	0.842304	2.98319	1.15934	0.992592	1.14239	0.833192	8.06124	2.29217	1.66084
9	139334548	139378212	-	SEC16A	60.4215	34.3143	34.6637	28.5535	31.0919	33.8678	41.1962	35.4848	44.885	50.1153	36.1607	28.2973	50.7798	49.5528
3	122920790	122992983	+	SEC22A	3.90762	3.6845	3.99397	9.1737	4.39647	2.55052	6.23509	3.87441	4.59492	3.80085	3.80086	2.83828	9.13318	5.26132
1	145096408	145122049	+	SEC22B	7.66815	5.6491	4.95185	21.3772	15.4631	8.34232	13.1691	9.26131	10.5609	16.3741	17.7272	8.64282	26.2428	6.35634
1	145092396	145122190	+	SEC22B2P	6.15894	15.5569	19.0222	48.3287	10.4605	17.1952	22.6112	18.4082	19.7984	20.8861	17.2375	15.3926	33.5101	24.7226
1	145092396	145122190	+	SEC22B3P	6.15894	15.5569	19.0222	48.3287	10.4605	17.1952	22.6112	18.4082	19.7984	20.8861	17.2375	15.3926	33.5101	24.7226
3	42589461	42642571	-	SEC22C	6.54952	5.51991	5.74284	13.5603	6.36621	4.34272	9.64822	6.58838	8.40591	6.93469	7.00901	5.57388	13.3264	11.5246
14	39501123	39572440	-	SEC23A	13.8409	18.6954	17.2819	48.871	19.5786	15.5894	37.4019	22.1893	18.7124	25.4196	22.1775	18.3415	47.053	26.1172
20	18488126	18542060	+	SEC23B	18.2988	18.4664	18.5254	39.7992	15.0525	15.774	33.2053	23.5671	19.7612	19.9413	18.3578	16.1464	35.2404	27.244
10	121652242	121704169	+	SEC23IP	14.6889	12.9522	13.0389	19.5585	13.9374	16.071	18.8102	18.2326	15.6434	16.9653	15.4847	10.134	21.127	15.2265
5	133984475	134063600	+	SEC24A	17.8711	15.9555	20.398	34.9933	18.499	15.2137	40.6315	26.1915	19.3272	22.1957	27.971	19.1814	42.5231	42.7154
4	110354871	110462040	+	SEC24B	22.7552	23.2325	24.1533	53.485	30.2181	27.6923	37.895	26.8235	34.7724	35.2024	33.132	23.8521	48.2176	38.7851
4	110351119	110354974	-	SEC24B-AS1	0.00802023	0.237614	0.273708	0.178996	0.195733	0.074084	0.000226309	0.237507	0.669239	0.0683993	0.135677	0.21442	0.0600696	4.41874e-05
10	75504130	75531920	+	SEC24C	27.9419	16.4472	16.2744	24.7647	17.1692	17.6092	29.6556	21.1013	21.3802	23.0844	20.9925	16.2744	30.5953	27.1526
4	119643978	119757282	-	SEC24D	22.7471	14.5928	13.085	25.8967	18.1351	11.9621	25.94	23.6821	17.0931	19.2558	22.1694	17.3963	31.5204	18.6382
4	83739662	83821725	-	SEC31A	25.6079	26.2117	28.162	37.5506	25.8772	21.2444	30.752	28.2761	26.9117	22.9283	23.2135	19.3295	32.2686	29.8897
10	102246404	102279619	-	SEC31B	6.20326	1.86925	0.718487	2.18926	1.65821	1.16021	2.98628	1.25989	1.76829	1.45994	0.751238	1.06631	2.49672	1.62888
3	127771280	127790527	+	SEC61A1	26.7071	24.2233	32.6719	35.9939	25.1683	20.8251	40.1463	29.214	23.755	26.4064	32.1311	26.6423	41.1116	34.1268
10	12171640	12211958	+	SEC61A2	2.57296	0.739358	0.597866	1.31204	0.890537	1.69636	1.71151	1.07203	2.25464	1.21875	1.22569	1.12387	2.7578	1.85217
9	101984564	101992898	+	SEC61B	1.8627	2.40208	3.16128	4.26438	3.4332	2.76417	4.03883	2.81226	2.05624	2.94214	3.73935	2.69265	4.00509	2.26019
7	54819940	54826940	-	SEC61G	1.36336	1.41129	2.50035	1.77499	1.63271	1.26131	1.50217	2.26662	1.19278	1.7785	3.06309	2.361	1.58062	0.890708
3	169684595	169716162	+	SEC62	50.8455	41.8037	57.859	210.229	64.6782	88.2641	64.7089	47.708	170.367	45.7587	85.6955	94.0241	110.316	122.604
6	108188960	108279413	-	SEC63	16.317	13.0479	14.9681	31.3878	15.6894	11.727	23.7664	13.3894	18.3705	13.9812	15.5132	13.2594	29.9815	22.1192
9	91933415	91974579	+	SECISBP2	35.7672	19.4177	15.7886	25.5373	20.2361	24.8134	20.314	21.1464	34.6807	19.2982	20.1539	23.2364	22.7888	25.5059
15	49280836	49338644	-	SECISBP2L	26.4677	29.6528	28.9746	44.3415	21.5121	27.147	36.3167	33.4897	36.498	25.1682	25.511	29.9585	49.7905	40.3222
17	80278900	80291643	-	SECTM1	43.4353	28.8529	12.2262	14.5117	50.3221	36.0715	21.2291	29.5548	32.7148	42.1907	30.2022	29.2197	36.0999	15.4867
18	12947983	12987537	+	SEH1L	4.92317	4.03025	4.65616	8.47694	3.80484	3.64461	7.64783	4.18352	4.62513	4.32734	4.35177	4.0167	7.8084	6.26553
14	81937891	82000206	-	SEL1L	54.3723	66.9116	63.5067	157.191	77.7401	61.4192	115.787	84.5522	92.5762	95.945	88.3404	67.0719	196.451	115.354
4	25749055	25865189	-	SEL1L3	15.2312	9.74067	21.0043	23.75	12.6324	34.2639	43.7324	8.10853	13.4084	19.3699	24.9579	22.112	25.6254	26.2145
1	151336780	151345182	-	SELENBP1	17.5417	15.9963	27.6695	294.009	47.3146	32.3886	25.4149	6.45593	110.533	8.96095	31.6084	75.9	44.5285	56.2332
1	87328128	87380261	-	SELENOF	19.4751	27.9092	25.5469	55.7763	25.1896	35.4672	60.4141	29.0102	25.677	31.152	24.7079	21.4713	63.3058	38.8603
11	57508722	57511027	+	SELENOH	1.35436	1.62412	1.56259	4.08063	2.14839	1.43809	3.32312	1.72171	1.47422	1.69829	1.636	1.17239	3.82687	1.74653
2	26569011	26618754	+	SELENOI	8.1491	14.541	10.2207	15.6523	13.2528	4.83347	12.6914	11.5148	6.69553	10.7323	8.80313	11.0749	12.3203	8.76331
3	53918446	53925887	-	SELENOK	4.60166	7.18061	6.53217	103.144	12.778	9.6925	14.5842	6.74567	23.7622	5.90207	10.8692	16.1937	30.5134	15.9272
22	31500763	31503555	-	SELENOM	0.147202	0.103008	0.266675	0.161881	0.188339	0.0854594	0.479494	0.146287	0.0769095	0.249852	0.293655	0.0866881	0.627308	0.204437
1	26126684	26144713	+	SELENON	14.6485	11.2293	6.63997	2.53553	8.32539	4.9085	5.00721	7.17562	5.93049	6.19336	5.2705	10.9687	3.64231	7.23652
22	50639440	50656046	+	SELENOO	2.80986	0.522439	1.00089	1.03107	0.513836	0.745704	1.41413	0.961995	1.22082	1.19589	1.1746	0.498587	1.3276	1.36535
5	42799982	42812179	-	SELENOP	0.198794	0.349735	0.383474	1.31143	0.48743	0.100952	0.0306652	0.311911	1.46592	0.154752	0.324413	0.480592	0.261789	0.0621834
15	101811014	101817691	-	SELENOS	2.65498	2.23185	2.79405	3.2916	2.13627	1.7551	3.39257	2.81643	2.59466	1.8416	2.51438	2.40966	4.98902	3.00424
3	150321108	150348224	+	SELENOT	22.8476	29.2357	29.5936	92.7954	37.326	31.9175	72.315	32.9485	33.7216	32.1674	36.0815	30.8697	87.9289	49.3529
19	48281960	48287940	+	SELENOW	5.31052	3.59233	3.18418	6.70677	3.11714	2.97678	6.68141	2.76907	2.76635	2.97326	2.54966	3.10688	5.18936	2.66948
1	169659808	169680762	-	SELL	450.546	775.495	489.431	873.663	950.545	535.176	749.025	974.49	690.227	859.354	832.704	860.122	1078.67	845.77
1	169558088	169599363	-	SELP	81.6081	66.1587	44.8968	32.9978	50.8285	8.16021	42.977	13.2027	13.8971	20.0921	15.3795	54.5521	14.9542	26.5287
12	109015680	109027671	-	SELPLG	84.8258	48.1833	48.5724	39.7703	66.5748	67.7435	60.8773	62.6022	68.7783	84.3404	88.787	70.1116	87.1582	56.9515
7	96110938	96339204	-	SEM1	1.41963	0.609259	1.26158	0.3667	0.164149	0.68048	0.651125	0.690043	0.742617	0.49636	0.444839	0.539119	0.557515	0.823219
7	83585093	83824106	-	SEMA3A	1.32013	0.0184028	0.000867663	0.249744	0.885146	0.00104396	0.0181139	0.000867663	0.0882919	0.000867663	0.00751001	0.388366	0.284674	0.00104396
3	50304990	50314978	+	SEMA3B	4.36353	0.00804422	0.178412	0.253388	0.000142937	1.33553	0.268834	0.212278	0.0982338	0.0340494	0.159382	0.319321	0.288939	0.000265632
7	80371852	80551706	-	SEMA3C	7.95951	3.96072	0.893491	12.2749	0.804495	2.27317	10.9543	2.34293	5.4603	2.46165	0.840913	4.88331	21.9413	5.67816
1	156119735	156147543	+	SEMA4A	97.9537	28.7965	36.928	39.7552	47.1063	61.6507	84.1326	56.5789	49.5653	58.2809	89.7682	59.2296	61.4459	76.122
15	90728152	90772912	+	SEMA4B	36.9572	13.1301	9.79479	16.7045	18.2028	22.1586	25.6392	14.2435	19.1174	20.892	17.3905	14.8496	29.5713	13.1489
2	97525455	97535818	-	SEMA4C	1.15052	0.573384	1.30961	1.47375	0.535105	0.804958	1.77018	0.440133	0.927773	1.14165	0.780957	0.381055	2.19001	1.15641
9	91975702	92113029	-	SEMA4D	301.539	149.366	105.813	107.841	210.559	113.941	177.416	144.791	140.257	176.268	167.01	172.845	198.55	132.774
2	74881355	74910982	+	SEMA4F	0.381192	0.79615	0.796051	1.10653	0.531267	1.23816	0.358196	0.663109	0.642588	0.971515	0.480721	0.332607	0.573676	0.0848365
5	9035145	9546188	-	SEMA5A	0.205288	0.00146662	0.0121551	0.586671	0.0254863	0.0398535	0.310553	0.19902	0.257164	0.0954339	0.717123	0.006097	0.411792	0.911929
5	115779251	115910520	-	SEMA6A	0.106566	0.561153	0.14017	0.468142	0.118797	0.123622	0.149726	0.216174	0.00890366	0.0829785	0.0559713	0.585308	0.0535633	0.000196429
5	115783194	115807370	+	SEMA6A-AS1	0.117927	0.0295544	0.619354	0.177824	0.000386005	0.0782236	0.427962	0.382305	0.00010723	0.275082	0.0210948	0.000386005	9.32572e-05	9.32572e-05
19	4542605	4559697	-	SEMA6B	1.51771	0.106108	0.134262	0.346545	0.0548885	0.631629	0.533036	0.461423	1.17668	0.22979	0.362953	0.372504	1.41689	0.66189
1	151104163	151119108	-	SEMA6C	0.743519	0.0883483	0.0553254	0.0469113	0.131754	0.328772	0.0321786	0.0639949	0.115332	0.14719	0.12602	0.190493	0.373131	0.000196096
15	74701625	74726300	-	SEMA7A	2.72535	1.80609	1.43618	4.56405	1.46599	1.14274	1.68845	0.725077	1.59004	1.48719	1.13886	2.6726	1.74081	0.477281
11	128561567	128565919	-	SENCR	2.64429	1.08632	0.781606	0.559534	1.35298	0.140638	0.657389	0.514018	0.544368	0.698317	0.563793	0.773359	1.09381	0.336592
12	48436680	48499863	-	SENP1	10.9826	12.8911	13.1922	25.8501	17.3171	14.5404	18.1188	13.5628	15.0624	17.3314	17.4448	14.1227	18.3322	16.2591
3	185304083	185351340	+	SENP2	13.0858	20.9242	13.9357	19.953	19.4539	13.1754	17.1146	18.7366	15.1601	21.9001	16.63	20.3038	21.7276	14.5075
17	7465236	7475288	+	SENP3	5.52306	2.68474	2.86782	4.80764	2.11659	2.39088	4.48883	2.46102	2.58528	3.06615	2.37418	2.23945	3.71746	1.94395
17	7465309	7482325	+	SENP3-EIF4A1	0.476158	0.186424	0.536891	0.372617	0.904785	0.841621	1.10969	0.732901	0.443698	0.065926	0.673003	0.237554	1.30336	0.874042
3	196594727	196661585	+	SENP5	26.7572	21.7885	22.7463	36.1025	24.0538	20.3585	33.0763	24.3409	25.9603	25.6095	23.7423	17.8461	38.4479	28.5741
6	76311225	76427998	+	SENP6	68.6489	47.5513	54.3056	105.869	71.1052	61.6499	68.5882	46.2896	84.9274	55.8134	66.7801	56.9581	80.3007	71.9759
3	101043049	101232086	-	SENP7	28.8601	19.2857	20.9693	50.9623	30.3079	29.5717	30.2159	29.0424	40.8072	30.5107	37.0099	24.169	48.5442	25.2855
15	72406599	72436034	+	SENP8	0.219758	0.416275	0.469042	0.936718	0.288524	0.215767	0.605815	0.616137	0.464512	0.543886	0.421571	0.284477	0.839373	1.12681
10	13359429	13390299	-	SEPHS1	2.21305	2.89001	3.96684	5.76162	3.1901	2.52119	5.57747	2.92221	2.68374	2.8024	3.47968	3.09462	5.05684	5.33238
16	30454952	30457196	-	SEPHS2	32.6686	18.7543	11.5439	28.2315	24.6395	17.8586	30.9962	23.0447	19.861	21.7784	18.0816	14.834	34.3226	16.6335
